Year,Day,Amount_Lost_INR,Incident_Type,City,Category,event_date,Incident_label,City_enc,Category_enc,iso_score,iso_anomaly,anomaly_synth_loss,text_desc,embed_x,embed_y,type_group,ae_x,ae_y,ae_recon_mse,ae_z1,ae_z2,ae_mse,ae_anom
2022,22,86530,Data Breach,Bangalore,Corporate,2022-01-22,1,1,0,0.07591800843512442,0,0,Data Breach | Bangalore | Corporate | loss 86530 INR,2.5136073,-0.78256863,Data Breach,-0.557674,-2.1073968,0.052143905468733424,-0.557674,-2.1073968,0.052143905468733424,0
2020,28,439566,Data Breach,Delhi,Financial,2020-01-28,1,3,3,0.07798692277959318,0,0,Data Breach | Delhi | Financial | loss 439566 INR,2.3207798,-0.44584048,Data Breach,-0.64794123,2.010635,0.06707140300829854,-0.64794123,2.010635,0.06707140300829854,0
2023,11,406417,Phishing,Bangalore,Financial,2023-01-11,8,1,3,0.06987617868773843,0,0,Phishing | Bangalore | Financial | loss 406417 INR,4.5793786,9.104292,Phishing,-2.263083,2.315493,0.03408862628429915,-2.263083,2.315493,0.03408862628429915,0
2022,12,292570,Ransomware,Hyderabad,Health,2022-01-12,9,4,5,0.10866326031609314,0,0,Ransomware | Hyderabad | Health | loss 292570 INR,12.650761,3.154601,Ransomware,-2.238086,-0.4471144,0.5048380650203046,-2.238086,-0.4471144,0.5048380650203046,0
2020,12,280922,Identity Theft,Delhi,Health,2020-01-12,3,3,5,0.10892495251169593,0,0,Identity Theft | Delhi | Health | loss 280922 INR,-6.9017367,8.665267,Identity Theft,-0.43536705,2.2221484,0.060363673747243635,-0.43536705,2.2221484,0.060363673747243635,0
2024,4,177313,Malware,Mumbai,Educational,2024-01-04,4,8,2,0.06663330542108614,0,0,Malware | Mumbai | Educational | loss 177313 INR,14.378598,4.3709483,Malware,-0.70587397,-0.1504364,0.0813070396095767,-0.70587397,-0.1504364,0.0813070396095767,0
2022,16,43229,Phishing,Delhi,Social Media,2022-01-16,8,3,7,0.07679875994116847,0,0,Phishing | Delhi | Social Media | loss 43229 INR,18.987593,-2.5779567,Phishing,-1.7805432,-1.4158143,0.12070752933660728,-1.7805432,-1.4158143,0.12070752933660728,0
2021,4,87652,Ransomware,Bangalore,Educational,2021-01-04,9,1,2,0.09182476755134206,0,0,Ransomware | Bangalore | Educational | loss 87652 INR,14.593477,2.9326034,Ransomware,-0.19390382,-1.285957,0.09128371682867413,-0.19390382,-1.285957,0.09128371682867413,0
2021,5,391411,Data Breach,Kolkata,Educational,2021-01-05,1,6,2,0.0945554840806071,0,0,Data Breach | Kolkata | Educational | loss 391411 INR,3.1536264,0.4226818,Data Breach,-0.18685842,0.44692034,0.103022484798119,-0.18685842,0.44692034,0.103022484798119,0
2019,24,250474,Malware,Pune,Financial,2019-01-24,4,9,3,0.05079236760794814,0,0,Malware | Pune | Financial | loss 250474 INR,14.270346,5.144543,Malware,0.26786643,0.3801244,0.22108367515343513,0.26786643,0.3801244,0.22108367515343513,0
2024,5,180436,Data Breach,Jaipur,Personal,2024-01-05,1,5,6,0.07450418655239266,0,0,Data Breach | Jaipur | Personal | loss 180436 INR,3.0800042,-1.0369102,Data Breach,-2.7821958,-1.2387038,0.1009084235894188,-2.7821958,-1.2387038,0.1009084235894188,0
2023,8,493049,Data Breach,Kolkata,Government,2023-01-08,1,6,4,0.04860704090712853,0,1,Data Breach | Kolkata | Government | loss 493049 INR,2.018897,-1.7750962,Data Breach,-2.4737833,-0.005212061,0.12787276378537996,-2.4737833,-0.005212061,0.12787276378537996,0
2022,10,389647,Online Fraud,Lucknow,Educational,2022-01-10,6,7,2,0.09817481543498185,0,0,Online Fraud | Lucknow | Educational | loss 389647 INR,-4.249975,14.586487,Online Fraud,-0.6932921,0.18321499,0.2383719747200771,-0.6932921,0.18321499,0.2383719747200771,0
2020,17,261116,Online Fraud,Delhi,Personal,2020-01-17,6,3,6,0.10209683158146898,0,0,Online Fraud | Delhi | Personal | loss 261116 INR,-5.1211314,14.203406,Online Fraud,-0.15272306,1.9857979,0.07742373584501457,-0.15272306,1.9857979,0.07742373584501457,0
2024,28,348022,Malware,Chennai,E-Commerce,2024-01-28,4,2,1,0.05330503410297316,0,0,Malware | Chennai | E-Commerce | loss 348022 INR,17.008066,-9.726795,Malware,-2.0354571,1.7366585,0.06439948503370585,-2.0354571,1.7366585,0.06439948503370585,0
2024,26,320200,Phishing,Ahmedabad,Corporate,2024-01-26,8,0,0,0.013683351017443113,0,0,Phishing | Ahmedabad | Corporate | loss 320200 INR,3.2772946,10.064604,Phishing,-2.0453973,1.830474,0.3121441117577082,-2.0453973,1.830474,0.3121441117577082,0
2021,9,421706,Online Fraud,Chennai,Educational,2021-01-09,6,2,2,0.08607860317511307,0,0,Online Fraud | Chennai | Educational | loss 421706 INR,-4.168902,14.503041,Online Fraud,-0.88219625,2.1532767,0.1430947602187844,-0.88219625,2.1532767,0.1430947602187844,0
2019,22,20975,Identity Theft,Kolkata,E-Commerce,2019-01-22,3,6,1,0.0307916036060778,0,0,Identity Theft | Kolkata | E-Commerce | loss 20975 INR,2.9076235,20.002048,Identity Theft,0.9734667,-1.5633919,0.1645896493956828,0.9734667,-1.5633919,0.1645896493956828,0
2019,19,158795,Data Breach,Chennai,Government,2019-01-19,1,2,4,0.07207485754468401,0,0,Data Breach | Chennai | Government | loss 158795 INR,1.9807601,-1.7791082,Data Breach,0.6616263,-0.16328973,0.4421124397345026,0.6616263,-0.16328973,0.4421124397345026,0
2022,14,417495,Hacking,Mumbai,Corporate,2022-01-14,2,8,0,0.05459586963018759,0,0,Hacking | Mumbai | Corporate | loss 417495 INR,0.26329142,-12.140005,Hacking,-0.2662574,0.22057125,0.0670372372584067,-0.2662574,0.22057125,0.0670372372584067,0
2021,8,210373,Cyber Bullying,Chennai,Corporate,2021-01-08,0,2,0,0.10665534723969511,0,0,Cyber Bullying | Chennai | Corporate | loss 210373 INR,-8.852642,-3.1801615,Cyber Bullying,0.0721471,-1.8281883,0.0958199217192589,0.0721471,-1.8281883,0.0958199217192589,0
2024,9,405777,Malware,Hyderabad,Government,2024-01-09,4,4,4,0.05795887206772399,0,0,Malware | Hyderabad | Government | loss 405777 INR,14.22213,5.814509,Malware,-2.3204722,0.5425278,0.11507269264922872,-2.3204722,0.5425278,0.11507269264922872,0
2023,22,198133,Malware,Pune,Educational,2023-01-22,4,9,2,0.06549106928898696,0,0,Malware | Pune | Educational | loss 198133 INR,14.323072,4.4247675,Malware,-0.40642834,-0.07606495,0.12511871581070752,-0.40642834,-0.07606495,0.12511871581070752,0
2021,11,351541,Online Fraud,Delhi,Financial,2021-01-11,6,3,3,0.11101475387172965,0,0,Online Fraud | Delhi | Financial | loss 351541 INR,-4.6107273,13.645144,Online Fraud,-0.5088242,1.7111986,0.13361335381834022,-0.5088242,1.7111986,0.13361335381834022,0
2022,23,181225,Phishing,Chennai,Government,2022-01-23,8,2,4,0.1116987029787716,0,0,Phishing | Chennai | Government | loss 181225 INR,2.1765623,12.009128,Phishing,-0.86344844,-1.3364038,0.1058624610121349,-0.86344844,-1.3364038,0.1058624610121349,0
2022,1,296286,Data Breach,Bangalore,Government,2022-01-01,1,1,4,0.09503110913546498,0,0,Data Breach | Bangalore | Government | loss 296286 INR,2.0859263,-1.7132666,Data Breach,-2.0038557,0.8233548,0.30241189451088224,-2.0038557,0.8233548,0.30241189451088224,0
2021,14,290060,Identity Theft,Pune,Government,2021-01-14,3,9,4,0.07754687012046535,0,0,Identity Theft | Pune | Government | loss 290060 INR,-5.7420316,8.173879,Identity Theft,0.24901028,0.24528551,0.0657981343602826,0.24901028,0.24528551,0.0657981343602826,0
2022,5,65324,Phishing,Pune,Corporate,2022-01-05,8,9,0,0.027213952214311332,0,0,Phishing | Pune | Corporate | loss 65324 INR,3.2906792,9.952425,Phishing,0.4651724,-0.65357476,0.32656355573843515,0.4651724,-0.65357476,0.32656355573843515,0
2021,21,177037,Ransomware,Chennai,Social Media,2021-01-21,9,2,7,0.0818001074505248,0,0,Ransomware | Chennai | Social Media | loss 177037 INR,9.292009,-4.492555,Ransomware,-0.8790536,-0.9018641,0.30923642843205773,-0.8790536,-0.9018641,0.30923642843205773,0
2020,26,389076,Ransomware,Pune,Personal,2020-01-26,9,9,6,0.0279826821950806,0,0,Ransomware | Pune | Personal | loss 389076 INR,13.10997,2.4681766,Ransomware,0.6995961,0.984871,0.06341795986323692,0.6995961,0.984871,0.06341795986323692,0
2021,14,136720,Hacking,Ahmedabad,E-Commerce,2021-01-14,2,0,1,0.06268399451462248,0,0,Hacking | Ahmedabad | E-Commerce | loss 136720 INR,14.365102,-14.924173,Hacking,-0.17100142,-1.9184693,0.07231088762361765,-0.17100142,-1.9184693,0.07231088762361765,0
2021,4,167205,Online Fraud,Chennai,Financial,2021-01-04,6,2,3,0.10906590495698176,0,0,Online Fraud | Chennai | Financial | loss 167205 INR,-4.291581,13.628716,Online Fraud,-0.0040220935,-0.9361965,0.03250452118099812,-0.0040220935,-0.9361965,0.03250452118099812,0
2022,22,444893,Online Fraud,Mumbai,Educational,2022-01-22,6,8,2,0.08439324594165554,0,0,Online Fraud | Mumbai | Educational | loss 444893 INR,-4.2939463,14.606994,Online Fraud,-0.8776259,0.16325012,0.3558431639531558,-0.8776259,0.16325012,0.3558431639531558,0
2022,23,97059,Online Fraud,Kolkata,Educational,2022-01-23,6,6,2,0.10752600454625516,0,0,Online Fraud | Kolkata | Educational | loss 97059 INR,-4.240667,14.608907,Online Fraud,-0.04468529,-0.28980044,0.025608895945719325,-0.04468529,-0.28980044,0.025608895945719325,0
2019,25,488804,Hacking,Hyderabad,E-Commerce,2019-01-25,2,4,1,0.008771590537296037,0,0,Hacking | Hyderabad | E-Commerce | loss 488804 INR,14.456831,-14.83335,Hacking,-0.76011866,1.8628066,0.17992336229473727,-0.76011866,1.8628066,0.17992336229473727,0
2019,1,494166,Ransomware,Jaipur,Personal,2019-01-01,9,5,6,0.0009506503299765434,0,1,Ransomware | Jaipur | Personal | loss 494166 INR,12.770953,2.251166,Ransomware,0.37686393,1.3047479,0.18759025465984747,0.37686393,1.3047479,0.18759025465984747,0
2020,22,99317,Phishing,Lucknow,Government,2020-01-22,8,7,4,0.1115967584597336,0,0,Phishing | Lucknow | Government | loss 99317 INR,2.203814,11.821357,Phishing,0.75839067,-0.59040445,0.005936788562695236,0.75839067,-0.59040445,0.005936788562695236,0
2019,23,202207,Hacking,Pune,Social Media,2019-01-23,2,9,7,0.01903007783034727,0,0,Hacking | Pune | Social Media | loss 202207 INR,5.6260242,-13.852659,Hacking,0.89455897,0.7339092,0.10864417239926111,0.89455897,0.7339092,0.10864417239926111,0
2021,19,298190,Hacking,Mumbai,Financial,2021-01-19,2,8,3,0.11289483879927903,0,0,Hacking | Mumbai | Financial | loss 298190 INR,-0.4429149,-12.050827,Hacking,0.10093942,0.07116479,0.04145621498266161,0.10093942,0.07116479,0.04145621498266161,0
2022,8,441280,Phishing,Delhi,Educational,2022-01-08,8,3,2,0.0972635494078038,0,0,Phishing | Delhi | Educational | loss 441280 INR,4.63775,11.205639,Phishing,-1.2929841,1.365284,0.06984712758596902,-1.2929841,1.365284,0.06984712758596902,0
2019,15,102459,Online Fraud,Delhi,E-Commerce,2019-01-15,6,3,1,0.054134726217696105,0,0,Online Fraud | Delhi | E-Commerce | loss 102459 INR,-13.770375,14.071545,Online Fraud,0.48278925,-1.5531886,0.09023660839865844,0.48278925,-1.5531886,0.09023660839865844,0
2019,21,238697,Identity Theft,Lucknow,Health,2019-01-21,3,7,5,0.08595536407140247,0,0,Identity Theft | Lucknow | Health | loss 238697 INR,-6.9243746,8.769358,Identity Theft,0.6190913,0.48562843,0.08873597244223796,0.6190913,0.48562843,0.08873597244223796,0
2020,15,201422,Phishing,Hyderabad,Social Media,2020-01-15,8,4,7,0.08459652621556268,0,0,Phishing | Hyderabad | Social Media | loss 201422 INR,19.020452,-2.6049287,Phishing,0.9176303,0.34189665,0.13915768970153827,0.9176303,0.34189665,0.13915768970153827,0
2024,9,309037,Ransomware,Pune,E-Commerce,2024-01-09,9,9,1,0.01777185674218862,0,0,Ransomware | Pune | E-Commerce | loss 309037 INR,17.336374,-10.039609,Ransomware,-0.718221,0.034827597,0.2368141046868384,-0.718221,0.034827597,0.2368141046868384,0
2020,21,102520,Malware,Ahmedabad,Social Media,2020-01-21,4,0,7,0.028713927520598426,0,0,Malware | Ahmedabad | Social Media | loss 102520 INR,8.13364,-3.8640885,Malware,-0.85855454,-0.9117976,0.7007809307641132,-0.85855454,-0.9117976,0.7007809307641132,1
2021,9,388962,Data Breach,Lucknow,Educational,2021-01-09,1,7,2,0.08959688574605762,0,0,Data Breach | Lucknow | Educational | loss 388962 INR,3.234031,0.35705715,Data Breach,-0.11279208,0.3228268,0.06553109432007531,-0.11279208,0.3228268,0.06553109432007531,0
2022,10,62272,Malware,Hyderabad,Government,2022-01-10,4,4,4,0.09958602429057462,0,0,Malware | Hyderabad | Government | loss 62272 INR,14.266732,5.8133035,Malware,-0.6363557,-0.687001,0.049772691082270365,-0.6363557,-0.687001,0.049772691082270365,0
2020,20,224224,Cyber Bullying,Pune,Health,2020-01-20,0,9,5,0.08470103987949285,0,0,Cyber Bullying | Pune | Health | loss 224224 INR,-9.652485,-3.4726193,Cyber Bullying,0.4766583,0.41315055,0.05136861331456496,0.4766583,0.41315055,0.05136861331456496,0
2019,25,330793,Cyber Bullying,Mumbai,Personal,2019-01-25,0,8,6,0.05016981767479045,0,0,Cyber Bullying | Mumbai | Personal | loss 330793 INR,-9.003805,-3.2279224,Cyber Bullying,0.7700095,0.88885075,0.03917469335780686,0.7700095,0.88885075,0.03917469335780686,0
2022,21,327818,Hacking,Kolkata,Financial,2022-01-21,2,6,3,0.12410109538585168,0,0,Hacking | Kolkata | Financial | loss 327818 INR,-0.50484383,-12.062081,Hacking,-1.1872524,0.06811965,0.14517255418734965,-1.1872524,0.06811965,0.14517255418734965,0
2022,26,145832,Data Breach,Ahmedabad,Personal,2022-01-26,1,0,6,0.04822029146196016,0,0,Data Breach | Ahmedabad | Personal | loss 145832 INR,3.0972204,-1.0000739,Data Breach,-1.8829318,-1.9843785,0.20293245138019997,-1.8829318,-1.9843785,0.20293245138019997,0
2019,9,153999,Malware,Jaipur,Personal,2019-01-09,4,5,6,0.08108929539273535,0,0,Malware | Jaipur | Personal | loss 153999 INR,13.927224,5.1762447,Malware,0.8541083,-0.20689255,0.07969996298908356,0.8541083,-0.20689255,0.07969996298908356,0
2020,3,349619,Identity Theft,Delhi,E-Commerce,2020-01-03,3,3,1,0.08396691417948443,0,0,Identity Theft | Delhi | E-Commerce | loss 349619 INR,2.83455,20.074812,Identity Theft,-0.5943855,1.5076262,0.060278614170142866,-0.5943855,1.5076262,0.060278614170142866,0
2019,20,62367,Online Fraud,Bangalore,Social Media,2019-01-20,6,1,7,0.019335337484967297,0,0,Online Fraud | Bangalore | Social Media | loss 62367 INR,-13.636152,5.8597836,Online Fraud,1.1707474,-0.11626195,0.12359322443042245,1.1707474,-0.11626195,0.12359322443042245,0
2024,25,230027,Ransomware,Mumbai,Financial,2024-01-25,9,8,3,0.07769210018540906,0,0,Ransomware | Mumbai | Financial | loss 230027 INR,13.987731,1.1425867,Ransomware,-1.1321284,-0.1939627,0.07587896507722201,-1.1321284,-0.1939627,0.07587896507722201,0
2022,26,406804,Cyber Bullying,Delhi,Financial,2022-01-26,0,3,3,0.10233352504019921,0,0,Cyber Bullying | Delhi | Financial | loss 406804 INR,-8.0960455,-3.5219185,Cyber Bullying,-1.5146084,1.363898,0.2320499803146655,-1.5146084,1.363898,0.2320499803146655,0
2023,11,384894,Identity Theft,Chennai,Educational,2023-01-11,3,2,2,0.09143631638758765,0,0,Identity Theft | Chennai | Educational | loss 384894 INR,-6.521238,7.308265,Identity Theft,-1.8939576,1.8965575,0.017535985030112056,-1.8939576,1.8965575,0.017535985030112056,0
2023,6,233750,Ransomware,Bangalore,Educational,2023-01-06,9,1,2,0.09075644005766514,0,0,Ransomware | Bangalore | Educational | loss 233750 INR,14.641383,2.9475884,Ransomware,-0.6679406,-1.7529734,0.22417421568850854,-0.6679406,-1.7529734,0.22417421568850854,0
2021,2,236806,Ransomware,Delhi,Financial,2021-01-02,9,3,3,0.12318187083236631,0,0,Ransomware | Delhi | Financial | loss 236806 INR,13.782787,1.3576108,Ransomware,0.06409742,-0.75553566,0.11938883539020666,0.06409742,-0.75553566,0.11938883539020666,0
2019,7,381298,Online Fraud,Hyderabad,Health,2019-01-07,6,4,5,0.06089587944775687,0,0,Online Fraud | Hyderabad | Health | loss 381298 INR,-5.7147026,14.527618,Online Fraud,-0.19327068,1.6469055,0.1256635663746044,-0.19327068,1.6469055,0.1256635663746044,0
2019,18,184305,Data Breach,Ahmedabad,Corporate,2019-01-18,1,0,0,0.019095231742603413,0,0,Data Breach | Ahmedabad | Corporate | loss 184305 INR,2.0975354,-1.1224234,Data Breach,0.39175335,-2.3404875,0.014764289293697247,0.39175335,-2.3404875,0.014764289293697247,0
2021,27,45738,Hacking,Delhi,Educational,2021-01-27,2,3,2,0.08438134525237606,0,0,Hacking | Delhi | Educational | loss 45738 INR,1.0260794,-12.599566,Hacking,-0.10038988,-0.82725674,0.11877971896583277,-0.10038988,-0.82725674,0.11877971896583277,0
2021,2,34397,Malware,Jaipur,Corporate,2021-01-02,4,5,0,0.053642398763325105,0,0,Malware | Jaipur | Corporate | loss 34397 INR,13.760817,5.4542546,Malware,0.42009276,-0.9494646,0.3493171409921127,0.42009276,-0.9494646,0.3493171409921127,0
2021,27,345333,Online Fraud,Kolkata,E-Commerce,2021-01-27,6,6,1,0.09193332867092541,0,0,Online Fraud | Kolkata | E-Commerce | loss 345333 INR,-13.744158,14.04528,Online Fraud,-0.25256777,0.32524306,0.10294488389822751,-0.25256777,0.32524306,0.10294488389822751,0
2022,17,339511,Identity Theft,Hyderabad,Health,2022-01-17,3,4,5,0.10028027190062849,0,0,Identity Theft | Hyderabad | Health | loss 339511 INR,-6.873188,8.743243,Identity Theft,-2.5702267,0.064223625,0.1772416659733097,-2.5702267,0.064223625,0.1772416659733097,0
2024,11,203332,Hacking,Mumbai,Financial,2024-01-11,2,8,3,0.07939858141858047,0,0,Hacking | Mumbai | Financial | loss 203332 INR,-0.41282713,-12.058097,Hacking,-1.1220449,-0.286361,0.10996985213863315,-1.1220449,-0.286361,0.10996985213863315,0
2019,27,383729,Identity Theft,Mumbai,Health,2019-01-27,3,8,5,0.05146772056557769,0,0,Identity Theft | Mumbai | Health | loss 383729 INR,-6.8820024,8.733794,Identity Theft,0.51154435,0.8246689,0.06333856998289938,0.51154435,0.8246689,0.06333856998289938,0
2022,12,339763,Hacking,Mumbai,Educational,2022-01-12,2,8,2,0.10586947637583155,0,0,Hacking | Mumbai | Educational | loss 339763 INR,1.0284467,-12.601827,Hacking,-0.47354645,0.10319749,0.2639742091608599,-0.47354645,0.10319749,0.2639742091608599,0
2021,27,112453,Data Breach,Mumbai,Personal,2021-01-27,1,8,6,0.08783537852917678,0,0,Data Breach | Mumbai | Personal | loss 112453 INR,3.072878,-0.99313277,Data Breach,0.3754144,-0.10707029,0.16795114130694344,0.3754144,-0.10707029,0.16795114130694344,0
2019,19,20816,Cyber Bullying,Kolkata,E-Commerce,2019-01-19,0,6,1,0.030986146841284645,0,0,Cyber Bullying | Kolkata | E-Commerce | loss 20816 INR,-14.925885,2.6711988,Cyber Bullying,0.9734511,-1.5631074,0.16495051809412323,0.9734511,-1.5631074,0.16495051809412323,0
2022,22,436456,Identity Theft,Delhi,Financial,2022-01-22,3,3,3,0.0972072033101743,0,0,Identity Theft | Delhi | Financial | loss 436456 INR,-6.463429,7.810341,Identity Theft,-1.5025873,1.3008771,0.28440678253880436,-1.5025873,1.3008771,0.28440678253880436,0
2024,24,400492,Online Fraud,Pune,Government,2024-01-24,6,9,4,0.030079271777351813,0,0,Online Fraud | Pune | Government | loss 400492 INR,-3.0745683,14.310948,Online Fraud,-2.1673942,-0.34016988,0.24856977231774982,-2.1673942,-0.34016988,0.24856977231774982,0
2022,25,246011,Hacking,Delhi,E-Commerce,2022-01-25,2,3,1,0.10977211916592045,0,0,Hacking | Delhi | E-Commerce | loss 246011 INR,14.347374,-14.942424,Hacking,-0.20952764,-0.89110726,0.3014557748360932,-0.20952764,-0.89110726,0.3014557748360932,0
2024,7,498415,Hacking,Chennai,Social Media,2024-01-07,2,2,7,-0.008814404265425124,1,1,Hacking | Chennai | Social Media | loss 498415 INR,5.644124,-13.870832,Hacking,-4.5147676,0.15371096,0.0875455336222828,-4.5147676,0.15371096,0.0875455336222828,0
2021,20,342674,Ransomware,Ahmedabad,Corporate,2021-01-20,9,0,0,0.044502322754584656,0,0,Ransomware | Ahmedabad | Corporate | loss 342674 INR,13.500373,2.01972,Ransomware,-0.8946325,1.0967668,0.3813101483643822,-0.8946325,1.0967668,0.3813101483643822,0
2024,6,417715,Ransomware,Bangalore,Health,2024-01-06,9,1,5,0.03398983208792006,0,0,Ransomware | Bangalore | Health | loss 417715 INR,14.800362,2.970303,Ransomware,-3.6043112,1.5888369,0.04046453134899852,-3.6043112,1.5888369,0.04046453134899852,0
2019,21,482792,Phishing,Pune,Financial,2019-01-21,8,9,3,-0.004274152143451615,1,0,Phishing | Pune | Financial | loss 482792 INR,3.764411,9.625823,Phishing,0.22805099,0.47097498,0.3512506230026648,0.22805099,0.47097498,0.3512506230026648,0
2021,24,372000,Identity Theft,Pune,E-Commerce,2021-01-24,3,9,1,0.045976965530857394,0,0,Identity Theft | Pune | E-Commerce | loss 372000 INR,2.8857563,20.02398,Identity Theft,-0.0837249,0.16738561,0.042102022968875726,-0.0837249,0.16738561,0.042102022968875726,0
2019,1,214567,Ransomware,Delhi,Health,2019-01-01,9,3,5,0.08885502445980675,0,0,Ransomware | Delhi | Health | loss 214567 INR,12.62949,2.2284312,Ransomware,-0.3635929,2.2999086,0.24936986815696935,-0.3635929,2.2999086,0.24936986815696935,0
2023,17,72635,Phishing,Pune,Financial,2023-01-17,8,9,3,0.06410629000976964,0,0,Phishing | Pune | Financial | loss 72635 INR,3.7319632,9.599377,Phishing,-0.4134795,-0.25004977,0.10444276142754656,-0.4134795,-0.25004977,0.10444276142754656,0
2020,11,370947,Cyber Bullying,Lucknow,Educational,2020-01-11,0,7,2,0.08657335254622889,0,0,Cyber Bullying | Lucknow | Educational | loss 370947 INR,-9.244387,-3.8996253,Cyber Bullying,-0.05977297,0.38454288,0.007261941655061368,-0.05977297,0.38454288,0.007261941655061368,0
2024,22,217184,Cyber Bullying,Lucknow,E-Commerce,2024-01-22,0,7,1,0.0671738665688546,0,0,Cyber Bullying | Lucknow | E-Commerce | loss 217184 INR,-14.953146,2.6575866,Cyber Bullying,-0.5093354,-0.02932316,0.06564436258405745,-0.5093354,-0.02932316,0.06564436258405745,0
2020,26,299090,Ransomware,Chennai,Educational,2020-01-26,9,2,2,0.09836937036873084,0,0,Ransomware | Chennai | Educational | loss 299090 INR,13.857417,2.7557924,Ransomware,-0.6346114,1.798076,0.17605607513934043,-0.6346114,1.798076,0.17605607513934043,0
2020,28,318348,Identity Theft,Bangalore,E-Commerce,2020-01-28,3,1,1,0.07690545635116319,0,0,Identity Theft | Bangalore | E-Commerce | loss 318348 INR,2.848736,20.059399,Identity Theft,-0.48341048,1.2008301,0.37966451607223883,-0.48341048,1.2008301,0.37966451607223883,0
2024,18,183958,Hacking,Jaipur,Educational,2024-01-18,2,5,2,0.08813524492232427,0,0,Hacking | Jaipur | Educational | loss 183958 INR,1.0754195,-12.545339,Hacking,-0.6058856,-0.23142177,0.33267310960232005,-0.6058856,-0.23142177,0.33267310960232005,0
2021,21,465868,Malware,Kolkata,Social Media,2021-01-21,4,6,7,0.03849166453572006,0,0,Malware | Kolkata | Social Media | loss 465868 INR,8.118461,-3.8344848,Malware,0.5536762,1.2165707,0.1859445280185533,0.5536762,1.2165707,0.1859445280185533,0
2023,17,278707,Data Breach,Delhi,Health,2023-01-17,1,3,5,0.10169467024059553,0,0,Data Breach | Delhi | Health | loss 278707 INR,3.1367807,-1.1825908,Data Breach,-2.53233,-1.2841153,0.1354816339397143,-2.53233,-1.2841153,0.1354816339397143,0
2019,7,93324,Identity Theft,Kolkata,Government,2019-01-07,3,6,4,0.06832017833191573,0,0,Identity Theft | Kolkata | Government | loss 93324 INR,-5.702644,8.187784,Identity Theft,0.98581994,-0.6903055,0.07235862836137803,0.98581994,-0.6903055,0.07235862836137803,0
2022,17,224536,Data Breach,Jaipur,E-Commerce,2022-01-17,1,5,1,0.09887923732652193,0,0,Data Breach | Jaipur | E-Commerce | loss 224536 INR,1.3759409,-7.952809,Data Breach,-0.24046083,-0.05809582,0.2625290536496816,-0.24046083,-0.05809582,0.2625290536496816,0
2019,20,233944,Online Fraud,Delhi,Social Media,2019-01-20,6,3,7,0.06360051486581064,0,0,Online Fraud | Delhi | Social Media | loss 233944 INR,-13.5481615,5.9444323,Online Fraud,0.2353936,1.906932,0.30436168222413706,0.2353936,1.906932,0.30436168222413706,0
2022,9,272991,Cyber Bullying,Delhi,E-Commerce,2022-01-09,0,3,1,0.10890562871657122,0,0,Cyber Bullying | Delhi | E-Commerce | loss 272991 INR,-14.999501,2.6292005,Cyber Bullying,-0.5212048,0.15446687,0.4698203132567776,-0.5212048,0.15446687,0.4698203132567776,0
2019,17,27155,Ransomware,Bangalore,Educational,2019-01-17,9,1,2,0.026622667961985425,0,0,Ransomware | Bangalore | Educational | loss 27155 INR,14.656106,2.9541163,Ransomware,0.32014206,-1.3859043,0.38577753209181087,0.32014206,-1.3859043,0.38577753209181087,0
2024,20,342815,Ransomware,Kolkata,Financial,2024-01-20,9,6,3,0.08752134398280809,0,0,Ransomware | Kolkata | Financial | loss 342815 INR,13.900049,1.232169,Ransomware,-1.314743,-0.03510093,0.09482800968491964,-1.314743,-0.03510093,0.09482800968491964,0
2023,22,117891,Data Breach,Lucknow,E-Commerce,2023-01-22,1,7,1,0.09267277164763732,0,0,Data Breach | Lucknow | E-Commerce | loss 117891 INR,1.4106411,-7.9205866,Data Breach,-0.26747566,-0.070972376,0.03415555341755262,-0.26747566,-0.070972376,0.03415555341755262,0
2022,22,346454,Hacking,Mumbai,Social Media,2022-01-22,2,8,7,0.07084287473755024,0,0,Hacking | Mumbai | Social Media | loss 346454 INR,5.646446,-13.873228,Hacking,-2.986392,-0.4498024,0.28345174006330875,-2.986392,-0.4498024,0.28345174006330875,0
2021,28,461494,Data Breach,Kolkata,Educational,2021-01-28,1,6,2,0.07780104625364515,0,0,Data Breach | Kolkata | Educational | loss 461494 INR,3.2263672,0.36886612,Data Breach,-0.19598402,0.51305765,0.1546164515984675,-0.19598402,0.51305765,0.1546164515984675,0
2019,8,150381,Online Fraud,Ahmedabad,Personal,2019-01-08,6,0,6,0.02580475721086828,0,0,Online Fraud | Ahmedabad | Personal | loss 150381 INR,-4.962398,14.131746,Online Fraud,0.6507831,0.602104,2.085506950052685,0.6507831,0.602104,2.085506950052685,1
2019,17,132691,Hacking,Ahmedabad,Educational,2019-01-17,2,0,2,0.030787466697300037,0,0,Hacking | Ahmedabad | Educational | loss 132691 INR,1.0017334,-12.575195,Hacking,0.3682025,-1.6029506,0.16251593563845357,0.3682025,-1.6029506,0.16251593563845357,0
2022,7,477410,Online Fraud,Delhi,Health,2022-01-07,6,3,5,0.06229740830482,0,0,Online Fraud | Delhi | Health | loss 477410 INR,-5.6316447,14.463709,Online Fraud,-2.2157407,0.6255568,0.40739362987646754,-2.2157407,0.6255568,0.40739362987646754,0
